Frequency,Uncertainty,A,Intensity,Molecule,Isotopologue,Dataset,"E""",g',"g""",J',"J""",QN',"QN"""
  351.775995,    0.000001,1.4468E+01,2.2456E-19,H2O,1H2-16O,POKAZATEL, 1059.835298,    51,    45,      8,      7,  6  3  0  0  0  B1                               ,  5  2  0  0  0  B2                               
  351.995175,    0.000001,1.4490E+01,7.4959E-20,H2O,1H2-16O,POKAZATEL, 1059.646575,    17,    15,      8,      7,  6  2  0  0  0  A1                               ,  5  3  0  0  0  A2                               
  352.041083,    0.000009,5.8670E+00,3.3019E-25,H2O,1H2-16O,POKAZATEL, 3822.243398,   105,    99,     17,     16,  5 12  0  0  0  B2                               ,  6 11  0  0  0  B1                               
  352.112915,    0.000027,1.0293E-03,4.8366E-27,H2O,1H2-16O,POKAZATEL, 2631.282211,    29,    31,     14,     15,  5  9  0  0  0  A2                               ,  2 14  0  0  0  A1                               
  352.174296,    0.000001,5.2829E-03,4.5011E-25,H2O,1H2-16O,POKAZATEL, 2053.968455,    33,    33,      5,      5,  5  0  0  1  0  B2                               ,  2  3  0  1  0  B1                               
  352.249747,    0.000003,2.3572E+00,2.9078E-23,H2O,1H2-16O,POKAZATEL, 2318.539779,    17,    15,      8,      7,  3  5  0  1  0  A2                               ,  2  6  0  1  0  A1                               
  352.253392,    0.000066,2.1046E+01,2.6307E-27,H2O,1H2-16O,POKAZATEL, 4889.486497,    39,    37,     19,     18,  1 19  0  1  0  A2                               ,  0 18  0  1  0  A1                               
  352.332440,    0.000037,1.8896E+00,1.1200E-27,H2O,1H2-16O,POKAZATEL, 4643.998599,    57,    51,      9,      8,  6  3  0  2  0  B1                               ,  3  6  1  0  0  B2                               
  352.493190,    0.000032,1.2894E+01,4.0838E-26,H2O,1H2-16O,POKAZATEL, 4016.052789,    15,    13,      7,      6,  5  3  0  2  0  A2                               ,  4  2  0  2  0  A1                               
  352.550637,    0.000004,1.6624E+01,5.8729E-23,H2O,1H2-16O,POKAZATEL, 2552.879660,    15,    13,      7,      6,  6  2  0  1  0  A1                               ,  5  1  0  1  0  A2                               
  352.576094,    0.000004,1.6626E+01,1.7621E-22,H2O,1H2-16O,POKAZATEL, 2552.857044,    45,    39,      7,      6,  6  1  0  1  0  B1                               ,  5  2  0  1  0  B2                               
  352.835868,    0.000055,5.1270E+00,1.1649E-29,H2O,1H2-16O,POKAZATEL, 5631.838424,    25,    23,     12,     11,  5  8  0  0  1  A1                               ,  4  7  0  0  1  A2                               
  352.848138,    0.000031,1.0154E-03,1.8556E-29,H2O,1H2-16O,POKAZATEL, 3879.335989,    45,    45,      7,      7,  0  7  1  0  0  B1                               ,  1  6  0  2  0  B2                               
  352.996415,    0.000065,7.2392E+00,1.0247E-27,H2O,1H2-16O,POKAZATEL, 4752.732117,    23,    21,     11,     10,  4  8  0  2  0  A1                               ,  3  7  0  2  0  A2                               
  353.014500,    0.000037,9.4938E+00,1.0228E-28,H2O,1H2-16O,POKAZATEL, 5429.693888,    45,    39,      7,      6,  4  3  0  3  0  B1                               ,  3  4  0  3  0  B2                               
  353.094909,    0.000156,1.1778E+01,2.5878E-27,H2O,1H2-16O,POKAZATEL, 4736.239222,    33,    31,     16,     15,  3 13  0  1  0  A2                               ,  4 12  0  1  0  A1                               
  353.122138,    0.000006,1.2940E+01,1.2291E-25,H2O,1H2-16O,POKAZATEL, 4015.514783,    45,    39,      7,      6,  5  2  0  2  0  B2                               ,  4  3  0  2  0  B1                               
  353.410757,    0.000165,1.2963E+01,7.8628E-24,H2O,1H2-16O,POKAZATEL, 3083.864285,    33,    31,     16,     15,  3 13  0  0  0  A2                               ,  4 12  0  0  0  A1                               
  353.461043,    0.000070,1.1068E+01,1.2424E-26,H2O,1H2-16O,POKAZATEL, 4382.778179,    31,    29,     15,     14,  4 12  0  1  0  A1                               ,  3 11  0  1  0  A2                               
  353.742300,    0.000027,2.8871E+00,9.4717E-27,H2O,1H2-16O,POKAZATEL, 4033.614490,    17,    15,      8,      7,  0  8  1  0  0  A1                               ,  3  5  0  2  0  A2                               
  354.119281,    0.000002,4.7459E+00,1.0538E-19,H2O,1H2-16O,POKAZATEL, 1006.115721,    57,    51,      9,      8,  4  5  0  0  0  B1                               ,  3  6  0  0  0  B2                               
  354.224432,    0.000196,9.0673E+00,2.2491E-24,H2O,1H2-16O,POKAZATEL, 3269.538570,    33,    31,     16,     15,  4 12  0  0  0  A1                               ,  5 11  0  0  0  A2                               
  354.588865,    0.000001,9.5345E+00,1.2077E-19,H2O,1H2-16O,POKAZATEL, 1122.708302,    57,    51,      9,      8,  5  4  0  0  0  B2                               ,  4  5  0  0  0  B1                               
  354.731061,    0.000073,5.9514E+00,7.8168E-29,H2O,1H2-16O,POKAZATEL, 5246.799409,    23,    21,     11,     10,  5  7  1  0  0  A2                               ,  4  6  1  0  0  A1                               
  355.164805,    0.000051,6.9696E+00,8.2511E-28,H2O,1H2-16O,POKAZATEL, 5034.386455,    75,    69,     12,     11,  4  9  0  2  0  B1                               ,  3  8  0  2  0  B2                               
  355.397837,    0.000051,7.5998E-02,1.3178E-29,H2O,1H2-16O,POKAZATEL, 4918.234244,    63,    57,     10,      9,  3  7  0  0  1  B1                               ,  3  6  1  0  0  B2                               
  355.405621,    0.000032,9.0148E-02,8.6488E-29,H2O,1H2-16O,POKAZATEL, 4491.369658,    45,    39,      7,      6,  6  1  1  0  0  B1                               ,  4  2  0  0  1  B2                               
  355.597213,    0.000045,6.6647E-01,3.1537E-29,H2O,1H2-16O,POKAZATEL, 5207.801729,    69,    63,     11,     10,  4  8  0  0  1  B2                               ,  4  7  1  0  0  B1                               
  355.628051,    0.000004,1.9478E-02,2.0372E-24,H2O,1H2-16O,POKAZATEL, 2042.753109,    39,    39,      6,      6,  4  3  0  1  0  B1                               ,  1  6  0  1  0  B2                               
  355.664328,    0.000103,2.2475E+01,1.5456E-23,H2O,1H2-16O,POKAZATEL, 3319.445550,   117,   111,     19,     18,  0 19  0  0  0  B1                               ,  1 18  0  0  0  B2                               
  355.664520,    0.000103,2.2475E+01,5.1519E-24,H2O,1H2-16O,POKAZATEL, 3319.447013,    39,    37,     19,     18,  1 19  0  0  0  A2                               ,  0 18  0  0  0  A1                               
  355.934588,    0.000023,4.8435E-03,1.8990E-29,H2O,1H2-16O,POKAZATEL, 4197.338684,    45,    39,      7,      6,  3  5  0  0  1  B1                               ,  5  2  0  2  0  B2                               
  355.960241,    0.000038,1.6938E+01,1.7543E-23,H2O,1H2-16O,POKAZATEL, 3211.211295,   105,    99,     17,     16,  2 15  0  0  0  B1                               ,  3 14  0  0  0  B2                               
  356.015841,    0.000185,1.9036E+01,6.2506E-27,H2O,1H2-16O,POKAZATEL, 4902.611482,   111,   105,     18,     17,  2 17  0  1  0  B1                               ,  1 16  0  1  0  B2                               
  356.197450,    0.000199,1.6974E+01,5.8582E-24,H2O,1H2-16O,POKAZATEL, 3211.054784,    35,    33,     17,     16,  3 15  0  0  0  A2                               ,  2 14  0  0  0  A1                               
  356.310565,    0.000458,1.9981E+01,4.9623E-24,H2O,1H2-16O,POKAZATEL, 3291.148733,    37,    35,     18,     17,  1 17  0  0  0  A2                               ,  2 16  0  0  0  A1                               
  356.310856,    0.000458,1.9982E+01,1.4888E-23,H2O,1H2-16O,POKAZATEL, 3291.146923,   111,   105,     18,     17,  2 17  0  0  0  B1                               ,  1 16  0  0  0  B2                               
  356.534022,    0.000005,1.7920E+01,1.2280E-25,H2O,1H2-16O,POKAZATEL, 4050.512242,    39,    33,      6,      5,  6  1  0  2  0  B1                               ,  5  0  0  2  0  B2                               
  356.653730,    0.000013,1.9672E+01,4.4912E-26,H2O,1H2-16O,POKAZATEL, 4050.503801,    13,    11,      6,      5,  6  0  0  2  0  A1                               ,  5  1  0  2  0  A2                               
  356.710041,    0.000058,7.5739E-02,2.4229E-29,H2O,1H2-16O,POKAZATEL, 4490.063813,    15,    13,      7,      6,  6  2  1  0  0  A1                               ,  4  3  0  0  1  A2                               
  357.125675,    0.000042,1.6130E+01,6.4892E-27,H2O,1H2-16O,POKAZATEL, 4847.620258,   105,    99,     17,     16,  2 15  0  1  0  B1                               ,  3 14  0  1  0  B2                               
  357.185702,    0.000003,1.7523E-02,4.6068E-24,H2O,1H2-16O,POKAZATEL, 1772.413219,    27,    21,      4,      3,  4  1  0  1  0  B1                               ,  1  2  0  1  0  B2                               
  357.267188,    0.000002,2.6495E-01,7.2802E-20,H2O,1H2-16O,POKAZATEL,  399.457514,    39,    33,      6,      5,  4  3  0  0  0  B1                               ,  1  4  0  0  0  B2                               
  357.355617,    0.000055,2.6730E+00,1.7874E-29,H2O,1H2-16O,POKAZATEL, 5662.474443,    87,    81,     14,     13,  4 11  0  2  0  B1                               ,  1 12  1  0  0  B2                               
  357.510306,    0.000030,1.6659E-01,1.1418E-27,H2O,1H2-16O,POKAZATEL, 4049.535958,    39,    33,      6,      5,  6  1  0  2  0  B1                               ,  1  4  1  0  0  B2                               
  357.516464,    0.000022,1.7627E+00,1.2025E-26,H2O,1H2-16O,POKAZATEL, 4050.512242,    39,    33,      6,      5,  3  3  0  0  1  B1                               ,  5  0  0  2  0  B2                               
  357.729290,    0.000061,1.1699E-01,1.4813E-29,H2O,1H2-16O,POKAZATEL, 4804.912674,    27,    21,      4,      3,  3  2  0  3  0  B2                               ,  0  3  0  3  0  B1                               
  357.795844,    0.000026,3.9503E-01,1.5495E-27,H2O,1H2-16O,POKAZATEL, 4195.477428,    45,    39,      7,      6,  3  5  0  0  1  B1                               ,  0  6  0  0  1  B2                               
  357.799385,    0.000138,1.6226E+01,2.1738E-27,H2O,1H2-16O,POKAZATEL, 4847.186996,    35,    33,     17,     16,  3 15  0  1  0  A2                               ,  2 14  0  1  0  A1                               
  358.229585,    0.000165,3.9089E+00,9.9207E-29,H2O,1H2-16O,POKAZATEL, 5246.075507,    45,    45,     22,     22,  2 20  0  0  0  A1                               ,  1 21  0  0  0  A2                               
  358.229748,    0.000091,3.9090E+00,2.9763E-28,H2O,1H2-16O,POKAZATEL, 5246.073535,   135,   135,     22,     22,  3 20  0  0  0  B2                               ,  2 21  0  0  0  B1                               
  358.483414,    0.000002,8.9790E+00,3.9531E-20,H2O,1H2-16O,POKAZATEL, 1360.235002,    63,    57,     10,      9,  5  6  0  0  0  B2                               ,  4  5  0  0  0  B1                               
  358.492748,    0.000037,1.1193E-02,7.6378E-29,H2O,1H2-16O,POKAZATEL, 4049.535958,    39,    33,      6,      5,  3  3  0  0  1  B1                               ,  1  4  1  0  0  B2                               
  358.527044,    0.000052,2.6603E-02,2.2966E-29,H2O,1H2-16O,POKAZATEL, 4559.707200,    57,    57,      9,      9,  3  6  1  0  0  B2                               ,  0  9  1  0  0  B1                               
  358.573061,    0.000056,6.7227E+00,1.1343E-29,H2O,1H2-16O,POKAZATEL, 5933.545342,    81,    75,     13,     12,  5  9  0  0  1  B1                               ,  4  8  0  0  1  B2                               
  358.931175,    0.000029,1.4663E+00,1.7204E-28,H2O,1H2-16O,POKAZATEL, 4996.331039,    63,    57,     10,      9,  4  6  0  0  1  B2                               ,  6  3  0  2  0  B1                               
  359.127582,    0.000033,1.3658E+01,2.4646E-23,H2O,1H2-16O,POKAZATEL, 3080.177656,    99,    93,     16,     15,  4 13  0  0  0  B1                               ,  3 12  0  0  0  B2                               
  359.555823,    0.000137,8.3604E+00,8.2088E-29,H2O,1H2-16O,POKAZATEL, 5336.325474,    27,    25,     13,     12,  4 10  0  2  0  A1                               ,  3  9  0  2  0  A2                               
  359.632535,    0.000013,7.5970E-04,2.3180E-29,H2O,1H2-16O,POKAZATEL, 3736.170627,    39,    39,      6,      6,  1  6  1  0  0  B2                               ,  2  5  0  2  0  B1                               
  359.724218,    0.000054,1.9797E-04,7.7755E-28,H2O,1H2-16O,POKAZATEL, 2613.103795,    23,    25,     11,     12, 10  2  0  0  0  A1                               ,  7  5  0  0  0  A2                               
  360.028995,    0.000053,1.9819E-04,2.3354E-27,H2O,1H2-16O,POKAZATEL, 2612.799041,    69,    75,     11,     12, 10  1  0  0  0  B1                               ,  7  6  0  0  0  B2                               
  360.448916,    0.000053,1.9374E-04,8.2841E-25,H2O,1H2-16O,POKAZATEL, 1114.531282,    19,    21,      9,     10,  5  5  0  0  0  A2                               ,  0 10  0  0  0  A1                               
  360.889843,    0.000051,1.9564E+01,8.4768E-28,H2O,1H2-16O,POKAZATEL, 4929.067374,    17,    15,      8,      7,  7  2  0  0  1  A1                               ,  6  1  0  0  1  A2                               
  360.897086,    0.000042,1.9566E+01,2.5433E-27,H2O,1H2-16O,POKAZATEL, 4929.061577,    51,    45,      8,      7,  7  1  0  0  1  B1                               ,  6  2  0  0  1  B2                               
  361.299464,    0.000059,1.5867E+01,1.2084E-28,H2O,1H2-16O,POKAZATEL, 5464.332723,    39,    33,      6,      5,  5  2  0  3  0  B2                               ,  4  1  0  3  0  B1                               
  361.387048,    0.000082,1.5875E+01,4.0298E-29,H2O,1H2-16O,POKAZATEL, 5464.262271,    13,    11,      6,      5,  5  1  0  3  0  A2                               ,  4  2  0  3  0  A1                               
  361.484205,    0.000002,3.7204E-02,1.9291E-22,H2O,1H2-16O,POKAZATEL, 1050.157545,    17,    17,      8,      8,  6  2  0  0  0  A1                               ,  3  5  0  0  0  A2                               
  361.605556,    0.000041,5.8233E-04,5.1939E-26,H2O,1H2-16O,POKAZATEL, 1960.206081,    23,    25,     11,     12,  7  5  0  0  0  A2                               ,  2 10  0  0  0  A1                               
  361.783196,    0.000033,1.4041E-02,1.3494E-29,H2O,1H2-16O,POKAZATEL, 4484.992083,    45,    45,      7,      7,  6  1  1  0  0  B1                               ,  3  4  1  0  0  B2                               
  362.012157,    0.000149,5.5512E-01,1.4845E-24,H2O,1H2-16O,POKAZATEL, 2739.427591,    29,    29,     14,     14,  6  8  0  0  0  A1                               ,  3 11  0  0  0  A2                               
